t_ship,from_node,to_node,sku,lead_time,qty,arrival_time
62,W1,R2,SKU_A,3,82.0,65
62,W1,R1,SKU_B,2,158.0,64
62,W1,R2,SKU_B,3,82.0,65
62,W2,R3,SKU_A,4,229.0,66
62,W2,R3,SKU_B,4,229.0,66
63,Supplier,W1,SKU_A,5,240.0,68
63,Supplier,W2,SKU_B,6,229.0,69
63,Supplier,W2,SKU_A,6,229.0,69
63,Supplier,W1,SKU_B,5,240.0,68
63,W1,R1,SKU_A,2,184.0,65
63,W1,R2,SKU_A,3,100.0,66
63,W1,R1,SKU_B,2,184.0,65
63,W1,R2,SKU_B,3,100.0,66
63,W2,R3,SKU_A,4,262.0,67
63,W2,R3,SKU_B,4,262.0,67
64,Supplier,W1,SKU_A,5,291.0,69
64,Supplier,W2,SKU_B,6,262.0,70
64,Supplier,W2,SKU_A,6,262.0,70
64,Supplier,W1,SKU_B,5,291.0,69
64,W1,R1,SKU_A,2,195.0,66
64,W1,R2,SKU_A,3,128.0,67
64,W1,R1,SKU_B,2,195.0,66
64,W1,R2,SKU_B,3,128.0,67
64,W2,R3,SKU_A,4,300.0,68
64,W2,R3,SKU_B,4,300.0,68
65,Supplier,W1,SKU_A,5,300.0,70
65,Supplier,W2,SKU_B,6,300.0,71
65,Supplier,W2,SKU_A,6,300.0,71
65,Supplier,W1,SKU_B,5,300.0,70
65,W1,R1,SKU_A,2,200.0,67
65,W1,R2,SKU_A,3,100.0,68
65,W1,R1,SKU_B,2,200.0,67
65,W1,R2,SKU_B,3,100.0,68
65,W2,R3,SKU_A,4,295.0,69
65,W2,R3,SKU_B,4,295.0,69
66,Supplier,W1,SKU_A,5,356.0,71
66,Supplier,W1,SKU_B,5,356.0,71
66,Supplier,W2,SKU_A,6,295.0,72
66,Supplier,W2,SKU_B,6,295.0,72
66,W1,R1,SKU_A,2,179.0,68
66,W1,R1,SKU_B,2,179.0,68
66,W1,R2,SKU_A,3,149.0,69
66,W1,R2,SKU_B,3,149.0,69
66,W2,R3,SKU_A,4,185.0,70
66,W2,R3,SKU_B,4,185.0,70
67,Supplier,W1,SKU_A,5,288.0,72
67,Supplier,W2,SKU_B,6,185.0,73
67,Supplier,W2,SKU_A,6,185.0,73
67,Supplier,W1,SKU_B,5,288.0,72
67,W1,R1,SKU_A,2,100.0,69
67,W1,R2,SKU_A,3,83.0,70
67,W1,R1,SKU_B,2,100.0,69
67,W1,R2,SKU_B,3,83.0,70
67,W2,R3,SKU_A,4,200.0,71
67,W2,R3,SKU_B,4,200.0,71
68,Supplier,W1,SKU_A,5,200.0,73
68,Supplier,W2,SKU_B,6,200.0,74
68,Supplier,W2,SKU_A,6,200.0,74
68,Supplier,W1,SKU_B,5,200.0,73
68,W1,R1,SKU_A,2,140.0,70
68,W1,R2,SKU_A,3,83.0,71
68,W1,R1,SKU_B,2,140.0,70
68,W1,R2,SKU_B,3,83.0,71
68,W2,R3,SKU_A,4,229.0,72
68,W2,R3,SKU_B,4,229.0,72
69,Supplier,W1,SKU_A,5,200.0,74
69,Supplier,W1,SKU_B,5,200.0,74
69,Supplier,W2,SKU_A,6,229.0,75
69,Supplier,W2,SKU_B,6,229.0,75
69,W1,R1,SKU_A,2,137.0,71
69,W1,R2,SKU_A,3,63.0,72
69,W1,R1,SKU_B,2,137.0,71
69,W1,R2,SKU_B,3,63.0,72
69,W2,R3,SKU_A,4,172.0,73
69,W2,R3,SKU_B,4,172.0,73
70,Supplier,W2,SKU_A,6,172.0,76
70,Supplier,W1,SKU_A,5,200.0,75
70,Supplier,W2,SKU_B,6,172.0,76
70,Supplier,W1,SKU_B,5,200.0,75
70,W1,R1,SKU_A,2,155.0,72
70,W1,R2,SKU_A,3,67.0,73
70,W1,R1,SKU_B,2,155.0,72
70,W1,R2,SKU_B,3,67.0,73
70,W2,R3,SKU_A,4,200.0,74
70,W2,R3,SKU_B,4,200.0,74
71,Supplier,W2,SKU_A,6,200.0,77
71,Supplier,W1,SKU_A,5,228.0,76
71,Supplier,W2,SKU_B,6,200.0,77
71,Supplier,W1,SKU_B,5,228.0,76
71,W1,R1,SKU_A,2,200.0,73
71,W1,R2,SKU_A,3,100.0,74
71,W1,R1,SKU_B,2,200.0,73
71,W1,R2,SKU_B,3,100.0,74
71,W2,R3,SKU_A,4,327.0,75
71,W2,R3,SKU_B,4,327.0,75
72,Supplier,W2,SKU_A,6,327.0,78
72,Supplier,W1,SKU_A,5,300.0,77
72,Supplier,W2,SKU_B,6,327.0,78
72,Supplier,W1,SKU_B,5,300.0,77
72,W1,R1,SKU_A,2,233.0,74
72,W1,R1,SKU_B,2,233.0,74
72,W1,R2,SKU_A,3,100.0,75
72,W1,R2,SKU_B,3,100.0,75
72,W2,R3,SKU_A,4,333.0,76
72,W2,R3,SKU_B,4,333.0,76
73,Supplier,W2,SKU_A,6,333.0,79
73,Supplier,W1,SKU_A,5,352.0,78
73,Supplier,W2,SKU_B,6,333.0,79
73,Supplier,W1,SKU_B,5,352.0,78
73,W1,R1,SKU_A,2,127.0,75
73,W1,R2,SKU_A,3,100.0,76
73,W1,R1,SKU_B,2,127.0,75
73,W1,R2,SKU_B,3,100.0,76
73,W2,R3,SKU_A,4,246.0,77
73,W2,R3,SKU_B,4,246.0,77
74,Supplier,W1,SKU_A,5,200.0,79
74,Supplier,W2,SKU_B,6,246.0,80
74,Supplier,W2,SKU_A,6,246.0,80
74,Supplier,W1,SKU_B,5,200.0,79
74,W1,R1,SKU_A,2,146.0,76
74,W1,R2,SKU_A,3,100.0,77
74,W1,R1,SKU_B,2,146.0,76
74,W1,R2,SKU_B,3,100.0,77
74,W2,R3,SKU_A,4,200.0,78
74,W2,R3,SKU_B,4,200.0,78
75,Supplier,W2,SKU_A,6,200.0,81
75,Supplier,W1,SKU_A,5,261.0,80
75,Supplier,W2,SKU_B,6,200.0,81
75,Supplier,W1,SKU_B,5,261.0,80
75,W1,R1,SKU_A,2,100.0,77
75,W1,R2,SKU_A,3,79.0,78
75,W1,R1,SKU_B,2,100.0,77
75,W1,R2,SKU_B,3,79.0,78
75,W2,R3,SKU_A,4,251.0,79
75,W2,R3,SKU_B,4,251.0,79
76,Supplier,W2,SKU_A,6,251.0,82
76,Supplier,W1,SKU_A,5,188.0,81
76,Supplier,W2,SKU_B,6,251.0,82
76,Supplier,W1,SKU_B,5,188.0,81
76,W1,R1,SKU_A,2,161.0,78
76,W1,R2,SKU_A,3,65.0,79
76,W1,R1,SKU_B,2,161.0,78
76,W1,R2,SKU_B,3,65.0,79
76,W2,R3,SKU_A,4,200.0,80
76,W2,R3,SKU_B,4,200.0,80
77,Supplier,W1,SKU_A,5,200.0,82
77,Supplier,W2,SKU_B,6,200.0,83
77,Supplier,W2,SKU_A,6,200.0,83
77,Supplier,W1,SKU_B,5,200.0,82
77,W1,R1,SKU_A,2,161.0,79
77,W1,R2,SKU_A,3,86.0,80
77,W1,R1,SKU_B,2,161.0,79
77,W1,R2,SKU_B,3,86.0,80
77,W2,R3,SKU_A,4,242.0,81
77,W2,R3,SKU_B,4,242.0,81
78,Supplier,W1,SKU_A,5,257.0,83
78,Supplier,W1,SKU_B,5,257.0,83
78,Supplier,W2,SKU_A,6,242.0,84
78,Supplier,W2,SKU_B,6,242.0,84
78,W1,R1,SKU_A,2,200.0,80
78,W1,R2,SKU_A,3,146.0,81
78,W1,R1,SKU_B,2,200.0,80
78,W1,R2,SKU_B,3,146.0,81
78,W2,R3,SKU_A,4,289.0,82
78,W2,R3,SKU_B,4,289.0,82
79,Supplier,W1,SKU_A,5,357.0,84
79,Supplier,W2,SKU_B,6,289.0,85
79,Supplier,W2,SKU_A,6,289.0,85
79,Supplier,W1,SKU_B,5,357.0,84
79,W1,R1,SKU_A,2,200.0,81
79,W1,R2,SKU_A,3,100.0,82
79,W1,R1,SKU_B,2,200.0,81
79,W1,R2,SKU_B,3,100.0,82
79,W2,R3,SKU_A,4,300.0,83
79,W2,R3,SKU_B,4,300.0,83
80,Supplier,W1,SKU_A,5,334.0,85
80,Supplier,W2,SKU_B,6,300.0,86
80,Supplier,W2,SKU_A,6,300.0,86
80,Supplier,W1,SKU_B,5,334.0,85
80,W1,R1,SKU_A,2,180.0,82
80,W1,R1,SKU_B,2,180.0,82
80,W1,R2,SKU_A,3,100.0,83
80,W1,R2,SKU_B,3,100.0,83
80,W2,R3,SKU_A,4,200.0,84
80,W2,R3,SKU_B,4,200.0,84
81,Supplier,W2,SKU_A,6,200.0,87
81,Supplier,W1,SKU_A,5,241.0,86
81,Supplier,W2,SKU_B,6,200.0,87
81,Supplier,W1,SKU_B,5,241.0,86
81,W1,R1,SKU_A,2,129.0,83
81,W1,R2,SKU_A,3,84.0,84
81,W1,R1,SKU_B,2,129.0,83
81,W1,R2,SKU_B,3,84.0,84
81,W2,R3,SKU_A,4,241.0,85
81,W2,R3,SKU_B,4,241.0,85
82,Supplier,W2,SKU_A,6,241.0,88
82,Supplier,W1,SKU_A,5,200.0,87
82,Supplier,W2,SKU_B,6,241.0,88
82,Supplier,W1,SKU_B,5,200.0,87
82,W1,R1,SKU_A,2,138.0,84
82,W1,R2,SKU_A,3,84.0,85
82,W1,R1,SKU_B,2,138.0,84
82,W1,R2,SKU_B,3,84.0,85
82,W2,R3,SKU_A,4,242.0,86
82,W2,R3,SKU_B,4,242.0,86
83,Supplier,W2,SKU_A,6,242.0,89
83,Supplier,W1,SKU_A,5,229.0,88
83,Supplier,W2,SKU_B,6,242.0,89
83,Supplier,W1,SKU_B,5,229.0,88
83,W1,R1,SKU_A,2,125.0,85
83,W1,R2,SKU_A,3,70.0,86
83,W1,R1,SKU_B,2,125.0,85
83,W1,R2,SKU_B,3,70.0,86
83,W2,R3,SKU_A,4,200.0,87
83,W2,R3,SKU_B,4,200.0,87
84,Supplier,W1,SKU_A,5,195.0,89
84,Supplier,W2,SKU_B,6,200.0,90
84,Supplier,W2,SKU_A,6,200.0,90
84,Supplier,W1,SKU_B,5,195.0,89
84,W1,R1,SKU_A,2,195.0,86
84,W1,R2,SKU_A,3,82.0,87
84,W1,R1,SKU_B,2,195.0,86
84,W1,R2,SKU_B,3,82.0,87
84,W2,R3,SKU_A,4,300.0,88
84,W2,R3,SKU_B,4,300.0,88
85,Supplier,W2,SKU_A,6,300.0,91
85,Supplier,W1,SKU_A,5,277.0,90
85,Supplier,W2,SKU_B,6,300.0,91
85,Supplier,W1,SKU_B,5,277.0,90
85,W1,R1,SKU_A,2,200.0,87
85,W1,R2,SKU_A,3,100.0,88
85,W1,R1,SKU_B,2,200.0,87
85,W1,R2,SKU_B,3,100.0,88
85,W2,R3,SKU_A,4,363.0,89
85,W2,R3,SKU_B,4,363.0,89
86,Supplier,W2,SKU_A,6,363.0,92
86,Supplier,W1,SKU_A,5,336.0,91
86,Supplier,W2,SKU_B,6,363.0,92
86,Supplier,W1,SKU_B,5,336.0,91
86,W1,R1,SKU_A,2,240.0,88
86,W1,R1,SKU_B,2,240.0,88
86,W1,R2,SKU_A,3,134.0,89
86,W1,R2,SKU_B,3,134.0,89
86,W2,R3,SKU_A,4,300.0,90
86,W2,R3,SKU_B,4,300.0,90
87,Supplier,W1,SKU_A,5,338.0,92
87,Supplier,W2,SKU_B,6,300.0,93
87,Supplier,W2,SKU_A,6,300.0,93
87,Supplier,W1,SKU_B,5,338.0,92
87,W1,R1,SKU_A,2,125.0,89
87,W1,R2,SKU_A,3,72.0,90
87,W1,R1,SKU_B,2,125.0,89
87,W1,R2,SKU_B,3,72.0,90
87,W2,R3,SKU_A,4,200.0,91
87,W2,R3,SKU_B,4,200.0,91
88,Supplier,W2,SKU_A,6,235.0,94
88,Supplier,W1,SKU_A,5,197.0,93
88,Supplier,W2,SKU_B,6,235.0,94
88,Supplier,W1,SKU_B,5,197.0,93
88,W1,R1,SKU_A,2,100.0,90
88,W1,R2,SKU_A,3,67.0,91
88,W1,R1,SKU_B,2,100.0,90
88,W1,R2,SKU_B,3,67.0,91
88,W2,R3,SKU_A,4,200.0,92
88,W2,R3,SKU_B,4,200.0,92
89,Supplier,W1,SKU_A,5,172.0,94
89,Supplier,W2,SKU_B,6,169.0,95
89,Supplier,W2,SKU_A,6,169.0,95
89,Supplier,W1,SKU_B,5,172.0,94
89,W1,R1,SKU_A,2,141.0,91
89,W1,R2,SKU_A,3,74.0,92
89,W1,R1,SKU_B,2,141.0,91
89,W1,R2,SKU_B,3,74.0,92
89,W2,R3,SKU_A,4,200.0,93
89,W2,R3,SKU_B,4,200.0,93
